incident_id,case_number,incident_datetime,incident_type,incident_description,address_1,City,state,Latitude,Longitude,created_date,updated_date,location,hour_of_day,day_of_week,parent_incident_type
"906,424,217",19-0400624,2018 Dec 01 04:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block LIVINGSTON ST,BUFFALO,NY,42.91903732,-78.883047,2019 Feb 09 11:20:09 PM,2019 Sep 23 11:36:25 PM,POINT (-78.88304699501772 42.91903732283864),16,Saturday,Theft
"905,790,420",19-0350429,2019 Jan 05 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block E FERRY ST,BUFFALO,NY,42.9149955,-78.85331194,2019 Feb 04 06:32:48 PM,2019 Sep 23 11:34:20 PM,POINT (-78.85331194143227 42.914995501150386),0,Saturday,Theft
"906,157,225",19-0370401,2019 Jan 06 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block KOONS AV,BUFFALO,NY,42.90897574,-78.8209975,2019 Feb 06 05:56:45 PM,2019 Sep 23 11:34:25 PM,POINT (-78.82099750004764 42.90897574495778),0,Sunday,Theft
"903,447,036",19-0280308,2019 Jan 16 04:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block E AMHERST ST,BUFFALO,NY,42.93828301,-78.88919022,2019 Jan 28 04:58:17 PM,2019 Sep 23 11:36:19 PM,POINT (-78.88919021700275 42.938283011614914),16,Wednesday,Theft
"906,348,782",19-0390535,2019 Jan 17 03:08:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block COLVIN AV,BUFFALO,NY,42.95306577,-78.85941757,2019 Feb 08 09:44:41 PM,2019 Sep 23 11:34:18 PM,POINT (-78.85941757392203 42.95306576643233),15,Thursday,Theft
"863,797,887",18-1950544,2018 Jul 12 08:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block FRANKLIN ST,BUFFALO,NY,42.89777038,-78.87312866,2018 Jul 14 07:41:45 PM,2019 Sep 23 11:35:44 PM,POINT (-78.87312866083896 42.89777038476493),20,Thursday,Theft
"863,804,777",18-1950775,2018 Jul 13 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block CENTRAL AV,BUFFALO,NY,42.88750341,-78.81501937,2018 Jul 14 11:12:43 PM,2019 Sep 23 11:33:03 PM,POINT (-78.81501937264481 42.88750340726016),0,Friday,Breaking & Entering
"863,775,502",18-1941047,2018 Jul 13 07:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block MERRIMAC ST,BUFFALO,NY,42.9530565,-78.82725575,2018 Jul 14 10:36:46 AM,2019 Sep 23 11:36:00 PM,POINT (-78.82725574747185 42.953056501687776),19,Friday,Breaking & Entering
"863,788,360",18-1950350,2018 Jul 13 09:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block RAMSDELL AV,BUFFALO,NY,42.95781596,-78.88002244,2018 Jul 14 03:16:41 PM,2019 Sep 23 11:33:03 PM,POINT (-78.88002244068318 42.95781595908787),21,Friday,Theft
"865,296,000",18-2110392,2018 Jul 29 10:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block KILHOFFER ST,BUFFALO,NY,42.91641989,-78.81699426,2018 Jul 31 12:48:30 AM,2019 Sep 23 11:33:40 PM,POINT (-78.81699426463112 42.91641988554687),22,Sunday,Breaking & Entering
"865,241,299",18-2101083,2018 Jul 29 10:45:37 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1800 Block HERTEL AV,BUFFALO,NY,42.94735026,-78.83937214,2018 Jul 30 06:31:48 AM,2019 Sep 23 11:34:12 PM,POINT (-78.8393721415786 42.94735025967213),22,Sunday,Breaking & Entering
"865,244,761",18-2101091,2018 Jul 29 10:53:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,BROADWAY & NASH,BUFFALO,NY,42.88700274,-78.86680948,2018 Jul 30 07:55:26 AM,2019 Sep 23 11:34:16 PM,POINT (-78.86680948268574 42.88700274396689),22,Sunday,Assault
"923,550,687",19-1720242,2019 Jun 19 05:30:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block ORANGE ST,BUFFALO,NY,42.89679063,-78.85875587,2019 Jun 21 03:00:52 PM,2019 Sep 23 11:37:08 PM,POINT (-78.8587558711491 42.89679062803644),17,Wednesday,Breaking & Entering
"929,031,729",19-2100842,2019 Jul 18 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block ELMER AV,BUFFALO,NY,42.93960117,-78.81913592,2019 Jul 29 11:24:20 PM,2019 Sep 23 11:36:44 PM,POINT (-78.81913592246903 42.939601171591185),0,Thursday,Theft
"926,900,410",19-2040871,2019 Jul 20 08:00:00 AM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block GOLD ST,BUFFALO,NY,42.88639743,-78.8054256,2019 Jul 24 04:22:52 AM,2019 Jul 31 03:33:55 AM,POINT (-78.80542559967546 42.88639742607956),8,Saturday,Other Sexual Offense
"930,609,172",19-2130592,2019 Jul 18 12:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block LAFAYETTE AV,BUFFALO,NY,42.92053897,-78.88589168,2019 Aug 02 01:11:06 AM,2019 Sep 23 11:38:35 PM,POINT (-78.88589168241728 42.92053896844257),12,Thursday,Assault
"930,614,067",19-2130835,2019 Jul 01 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block RILEY ST,BUFFALO,NY,42.90957125,-78.84963015,2019 Aug 02 03:50:30 AM,2019 Aug 09 03:16:29 AM,POINT (-78.84963015030259 42.90957125371377),12,Monday,Other Sexual Offense
"930,609,175",19-2130736,2019 Jul 10 11:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block GORTON ST,BUFFALO,NY,42.94025562,-78.90036651,2019 Aug 02 01:11:06 AM,2019 Aug 09 03:16:28 AM,POINT (-78.90036650589704 42.940255622857556),11,Wednesday,Theft
"892,049,329",18-3340357,2018 Jan 30 11:05:57 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2200 Block DELAWARE AV,BUFFALO,NY,42.94491778,-78.87006299,2018 Nov 30 06:48:31 PM,2019 Sep 23 11:36:16 PM,POINT (-78.87006299288419 42.9449177819233),11,Tuesday,Theft
"891,289,571",18-3310726,2018 Jul 04 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block N PARK AV,BUFFALO,NY,42.94700961,-78.85617838,2018 Nov 28 12:56:39 AM,2019 Sep 23 11:34:56 PM,POINT (-78.85617837922261 42.947009611305525),0,Wednesday,Theft
"890,194,640",18-3240501,2018 Jul 18 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block SCHRECK AV,BUFFALO,NY,42.92566582,-78.81743992,2018 Nov 21 09:34:44 AM,2019 Sep 23 11:34:21 PM,POINT (-78.8174399177176 42.92566581868907),0,Wednesday,Theft
"926,425,898",19-2040276,2019 Jul 21 08:45:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1800 Block ELMWOOD AV,BUFFALO,NY,42.94449385,-78.87495372,2019 Jul 23 03:36:59 PM,2019 Sep 23 11:37:34 PM,POINT (-78.87495371897066 42.94449384848806),20,Sunday,Theft
"926,886,982",19-2040754,2019 Jul 21 10:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block SEYMOUR KNOX PA,BUFFALO,NY,42.87512562,-78.87615646,2019 Jul 23 11:35:21 PM,2019 Sep 23 11:36:49 PM,POINT (-78.87615646457682 42.875125619802546),22,Sunday,Theft
"926,663,465",19-2040432,2019 Jul 22 05:14:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block AMHERST ST,BUFFALO,NY,42.93983903,-78.82350631,2019 Jul 23 07:53:49 PM,2019 Sep 23 11:37:35 PM,POINT (-78.82350631251313 42.93983903325543),17,Monday,Theft
"926,415,820",19-2040151,2019 Jul 22 05:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block E EAGLE ST,BUFFALO,NY,42.87922948,-78.84722376,2019 Jul 23 12:35:51 PM,2019 Sep 23 11:37:08 PM,POINT (-78.84722375946534 42.87922948175354),17,Monday,Theft
"926,886,981",19-2040544,2019 Jul 23 03:02:13 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block MAIN ST,BUFFALO,NY,42.88624242,-78.87456724,2019 Jul 23 11:35:21 PM,2019 Sep 23 11:37:34 PM,POINT (-78.87456723925905 42.88624242355112),15,Tuesday,Theft
"865,319,923",18-2110978,2018 Jul 30 09:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block EDSON ST,BUFFALO,NY,42.85048824,-78.8010456,2018 Jul 31 09:46:11 AM,2018 Aug 05 03:56:58 PM,POINT (-78.80104559664525 42.85048824016101),9,Monday,Theft
"854,903,620",18-1420543,2018 May 22 03:32:51 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,HERTEL AV & ELMWOOD AV,BUFFALO,NY,42.94866694,-78.88461006,2018 May 22 11:48:05 PM,2018 May 28 07:29:22 AM,POINT (-78.88461006054531 42.94866694301167),3,Tuesday,Assault
"852,878,531",18-1280872,2018 May 08 09:22:14 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block KENMORE AV,BUFFALO,NY,42.95823187,-78.84446046,2018 May 09 06:14:11 AM,2018 May 09 06:15:15 AM,POINT (-78.84446046468443 42.95823186933649),9,Tuesday,Breaking & Entering
"863,037,916",18-1890985,2018 Jul 01 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block TEXAS ST,BUFFALO,NY,42.91961501,-78.81092093,2018 Jul 09 03:46:43 AM,2019 Sep 23 11:33:58 PM,POINT (-78.81092092996789 42.919615011992995),0,Sunday,Breaking & Entering
"861,766,592",18-1830939,2018 Jul 01 10:00:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block MULBERRY ST,BUFFALO,NY,42.90106707,-78.8604171,2018 Jul 03 12:18:00 AM,2019 Sep 23 11:34:52 PM,POINT (-78.86041709889935 42.901067073004164),10,Sunday,Theft of Vehicle
"861,721,299",18-1830033,2018 Jul 02 12:24:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block DURHAM AV,BUFFALO,NY,42.9252879,-78.82759421,2018 Jul 02 12:51:42 PM,2019 Sep 23 11:34:07 PM,POINT (-78.82759420833607 42.9252879000806),0,Monday,Robbery
"861,760,739",18-1830662,2018 Jul 02 05:30:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block PERSHING AV,BUFFALO,NY,42.9144261,-78.8383772,2018 Jul 02 09:58:12 PM,2019 Sep 23 11:34:51 PM,POINT (-78.83837719624712 42.91442609520883),5,Monday,Robbery
"852,869,020",18-1280924,2016 Dec 12 03:00:00 PM,RAPE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,MAPLERIDGE AV,BUFFALO,NY,42.92038752,-78.82231072,2018 May 09 03:46:24 AM,2019 Sep 23 11:30:54 PM,POINT (-78.82231072066274 42.92038752492947),15,Monday,Sexual Assault
"852,869,043",18-1280883,2017 Nov 01 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block COMMONWEALTH AV,BUFFALO,NY,42.95388412,-78.86140102,2018 May 09 03:46:27 AM,2019 Sep 23 11:32:06 PM,POINT (-78.8614010197587 42.953884121772525),0,Wednesday,Theft
"849,634,349",18-1230596,2018 Mar 01 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block CAMBRIDGE AV,BUFFALO,NY,42.9219516,-78.82227943,2018 May 03 09:57:50 PM,2019 Sep 23 11:30:34 PM,POINT (-78.82227943037536 42.92195159635756),0,Thursday,Breaking & Entering
"852,878,530",18-1280906,2017 Sep 01 08:00:00 AM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,HICKORY ST & GENESEE ST,BUFFALO,NY,42.8928587,-78.86213428,2018 May 09 06:14:11 AM,2018 May 16 03:28:13 AM,POINT (-78.8621342790316 42.892858698851356),8,Friday,Other Sexual Offense
"851,223,831",18-1250856,2018 Mar 15 01:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block HOPKINS ST,BUFFALO,NY,42.85733856,-78.83258499,2018 May 06 12:46:04 AM,2018 May 09 08:48:42 PM,POINT (-78.83258499019102 42.85733856088838),1,Thursday,Theft
"845,291,249",18-1200536,2018 Apr 22 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block CONGRESS ST,BUFFALO,NY,42.92126396,-78.89183146,2018 Apr 30 10:31:33 PM,2019 Sep 23 11:31:15 PM,POINT (-78.8918314577551 42.92126396077801),0,Sunday,Theft
"845,203,302",18-1200376,2018 Apr 23 12:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block FAY ST,BUFFALO,NY,42.90380164,-78.81522969,2018 Apr 30 06:29:26 PM,2019 Sep 23 11:31:15 PM,POINT (-78.81522969062524 42.903801644898216),12,Monday,Breaking & Entering
"845,032,533",18-1190545,2018 Apr 27 05:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block POTOMAC AV,BUFFALO,NY,42.92442852,-78.877958,2018 Apr 29 10:39:22 PM,2019 Sep 23 11:30:42 PM,POINT (-78.87795800301484 42.92442851654944),17,Friday,Theft
"845,309,424",18-1200670,2018 Apr 27 06:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block MARION ST,BUFFALO,NY,42.94165649,-78.87930994,2018 May 01 01:03:01 AM,2019 Sep 23 11:32:04 PM,POINT (-78.87930993695393 42.9416564934109),18,Friday,Theft of Vehicle
"845,039,994",18-1190739,2018 Apr 28 01:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block COMMONWEALTH AV,BUFFALO,NY,42.94581518,-78.86222374,2018 Apr 30 02:00:01 AM,2019 Sep 23 11:30:43 PM,POINT (-78.86222374055593 42.94581518374926),13,Saturday,Theft
"861,803,947",18-1840205,2018 Jul 03 06:30:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block KIRKOVER ST,BUFFALO,NY,42.87370647,-78.82593575,2018 Jul 03 01:50:43 PM,2019 Sep 23 11:33:00 PM,POINT (-78.8259357504898 42.87370646902768),6,Tuesday,Robbery
"861,933,423",18-1840520,2018 Jul 03 10:00:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block W UTICA ST,BUFFALO,NY,42.91099426,-78.88438918,2018 Jul 04 02:28:31 AM,2019 Sep 23 11:32:57 PM,POINT (-78.88438917774141 42.910994255273984),10,Tuesday,Theft of Vehicle
"845,110,764",18-1190653,2018 Apr 29 06:04:33 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block AMSTERDAM AV,BUFFALO,NY,42.92272777,-78.831467,2018 Apr 30 06:16:26 AM,2019 Sep 23 11:32:08 PM,POINT (-78.83146700349211 42.92272777318847),18,Sunday,Assault
"854,868,592",18-1420008,2018 May 22 12:00:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block SUMMIT AV,BUFFALO,NY,42.93470935,-78.84779661,2018 May 22 02:40:02 PM,2019 Sep 23 11:33:42 PM,POINT (-78.84779660580179 42.934709348715366),0,Tuesday,Robbery
"854,906,662",18-1420821,2018 May 22 12:00:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block OLYMPIC AV,BUFFALO,NY,42.92947846,-78.81808913,2018 May 23 12:45:17 AM,2019 Sep 23 11:34:01 PM,POINT (-78.81808913186202 42.929478464846646),0,Tuesday,Theft of Vehicle
"857,753,704",18-1690050,2018 Jun 18 01:05:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,ONTARIO ST & NORTH LN,BUFFALO,NY,42.95601194,-78.8979819,2018 Jun 18 06:59:16 AM,2019 Sep 23 11:33:32 PM,POINT (-78.89798189760148 42.95601193637091),1,Monday,Robbery
"862,041,764",18-1850447,2018 Jul 04 03:30:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block ELMWOOD AV,BUFFALO,NY,42.89163271,-78.86970409,2018 Jul 05 12:43:00 PM,2019 Sep 23 11:35:50 PM,POINT (-78.869704086481 42.89163270574702),3,Wednesday,Robbery
"861,963,771",18-1850196,2018 Jul 04 05:13:38 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,BLOCK ST & THEODORE ST,BUFFALO,NY,42.91273296,-78.80835719,2018 Jul 04 11:48:31 AM,2019 Sep 23 11:33:52 PM,POINT (-78.8083571905358 42.91273295886424),5,Wednesday,Theft of Vehicle
"861,994,436",18-1850604,2018 Jul 04 03:13:49 PM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block WILLIAM ST,BUFFALO,NY,42.88555344,-78.8534074,2018 Jul 04 10:21:44 PM,2019 Sep 23 11:33:01 PM,POINT (-78.85340739653947 42.88555344454067),15,Wednesday,Robbery
"845,304,046",18-1200384,2018 Apr 30 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2500 Block BAILEY AV,BUFFALO,NY,42.9243571,-78.81332793,2018 Apr 30 11:16:00 PM,2019 Sep 23 11:31:14 PM,POINT (-78.81332793060152 42.92435709684099),12,Monday,Theft
"845,325,470",18-1200914,2018 Apr 30 11:21:08 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block ROEBLING AV,BUFFALO,NY,42.92466191,-78.81183559,2018 May 01 06:49:56 AM,2019 Sep 23 11:32:11 PM,POINT (-78.81183559106917 42.924661910895594),23,Monday,Assault
"854,924,725",18-1430059,2018 May 23 01:55:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block JEWETT PW,BUFFALO,NY,42.93499034,-78.84492239,2018 May 23 08:01:39 AM,2019 Sep 23 11:34:39 PM,POINT (-78.84492239194498 42.93499033902876),1,Wednesday,Theft of Vehicle
"845,346,839",18-1210069,2018 May 01 04:05:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,900 Block NIAGARA ST,BUFFALO,NY,42.90952681,-78.89946242,2018 May 01 10:26:32 AM,2019 Sep 23 11:31:15 PM,POINT (-78.89946241907327 42.90952680986875),4,Tuesday,Robbery
"845,354,065",18-1210081,2018 May 01 05:23:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block WINSPEAR AV,BUFFALO,NY,42.9488728,-78.82040391,2018 May 01 12:44:46 PM,2019 Sep 23 11:32:11 PM,POINT (-78.82040390909917 42.94887279719417),5,Tuesday,Breaking & Entering
"846,385,966",18-1210553,2018 May 01 04:44:58 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block AMHERST ST,BUFFALO,NY,42.93999218,-78.81577627,2018 May 02 06:56:08 AM,2019 Sep 23 11:31:31 PM,POINT (-78.81577626587033 42.93999218336202),16,Tuesday,Theft
"846,362,285",18-1210600,2018 May 01 05:15:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PARK ST,BUFFALO,NY,42.89770763,-78.87622597,2018 May 01 11:31:47 PM,2019 Sep 23 11:31:52 PM,POINT (-78.87622597305528 42.89770762509038),17,Tuesday,Theft
"845,363,625",18-1210171,2018 May 01 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block CRESCENT AV,BUFFALO,NY,42.93762442,-78.84493354,2018 May 01 02:24:27 PM,2019 Sep 23 11:30:40 PM,POINT (-78.84493354157743 42.937624421794006),0,Tuesday,Theft
"861,963,769",18-1850050,2018 Jul 04 12:40:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2200 Block FILLMORE AV,BUFFALO,NY,42.93461811,-78.83965548,2018 Jul 04 11:48:31 AM,2019 Sep 23 11:32:58 PM,POINT (-78.83965547550959 42.93461811244014),0,Wednesday,Theft of Vehicle
"861,964,791",18-1850052,2018 Jul 04 12:40:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block DAVIDSON AV,BUFFALO,NY,42.93760103,-78.80392902,2018 Jul 04 12:22:26 PM,2019 Sep 23 11:33:01 PM,POINT (-78.8039290168407 42.93760102772417),0,Wednesday,Theft of Vehicle
"898,203,804",18-3640215,2018 Dec 29 11:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block STOCKBRIDGE AV,BUFFALO,NY,42.94167278,-78.812384,2018 Dec 30 03:10:05 PM,2019 Sep 23 11:34:15 PM,POINT (-78.81238400060694 42.94167277642907),23,Saturday,Breaking & Entering
"898,198,553",18-3640153,2018 Dec 30 04:14:06 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block ST LAWRENCE AV,BUFFALO,NY,42.95619725,-78.8462823,2018 Dec 30 12:36:04 PM,2019 Sep 23 11:34:26 PM,POINT (-78.84628230024313 42.95619724787368),4,Sunday,Breaking & Entering
"898,232,368",18-3640358,2018 Dec 30 10:55:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block FAIRCHILD PL,BUFFALO,NY,42.94553669,-78.86390321,2018 Dec 31 01:55:36 AM,2019 Sep 23 11:33:34 PM,POINT (-78.86390320812274 42.94553669393225),10,Sunday,Breaking & Entering
"898,223,967",18-3640509,2018 Dec 30 02:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block ELMWOOD AV,BUFFALO,NY,42.91293481,-78.87674603,2018 Dec 30 10:55:37 PM,2019 Sep 23 11:33:35 PM,POINT (-78.87674602610838 42.91293481122306),14,Sunday,Theft
"848,447,250",18-1230109,2018 May 02 09:00:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block S PIERCE ST,BUFFALO,NY,42.86662432,-78.80002054,2018 May 03 10:16:05 AM,2019 Sep 23 11:30:49 PM,POINT (-78.80002053933303 42.86662432116136),9,Wednesday,Theft of Vehicle
"848,440,011",18-1220770,2018 May 02 05:56:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,ENGLEWOOD AV & ELEY PL,BUFFALO,NY,42.95481152,-78.82774829,2018 May 03 07:58:26 AM,2019 Sep 23 11:32:05 PM,POINT (-78.8277482944001 42.954811517990535),17,Wednesday,Theft of Vehicle
