ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"743,660,179",2000 Feb 15 12:00:00 PM,LARCENY-THEFT,100 Block CARRIAGE CT,ATHENS,GA,30605.0,33.9362828,-83.352677
"743,673,825",2000 Feb 15 12:30:00 PM,ROBBERY,OAK ST,ATHENS,GA,33.951345200000006,-83.362295,2016 Jan 11 06:55:01 PM
"743,713,151",2000 Feb 15 01:00:00 PM,OTHER ASSAULTS,100 Block GAINES SCHOOL RD,ATHENS,GA,30605.0,33.9377513,-83.3237395
"743,479,757",2000 Feb 15 03:30:00 PM,ALL OTHER OFFENSES,100 Block COLLEGE AV,ATHENS,GA,30601.0,33.9579586,-83.3750774
"743,880,778",2000 Feb 15 04:00:00 PM,BURGLARY,100 Block WILLOW ST,ATHENS,GA,30601.0,33.9588467,-83.3676511
"743,669,498",2000 Feb 15 05:00:00 PM,LARCENY-THEFT,100 Block ALPS RD,ATHENS,GA,30606.0,33.9489162,-83.408391
"743,484,766",2000 Feb 15 05:30:00 PM,ALL OTHER OFFENSES,100 Block NELLIE B AV,ATHENS,GA,30601.0,33.9561524,-83.3550774
"743,677,137",2000 Feb 15 05:40:00 PM,"STOLEN PROPERTY: BUYING, RECEIVING, POSSESSING",TIMOTHY RD,ATHENS,GA,30606.0,33.9330044,-83.423479
"743,880,503",2000 Feb 15 06:30:00 PM,ALL OTHER OFFENSES,200 Block OLD WILL HUNTER RD,ATHENS,GA,30606.0,33.9180563,-83.3881016
"743,478,804",2000 Feb 15 07:08:00 PM,ALL OTHER OFFENSES,2900 Block OLD JEFFERSON RD,ATHENS,GA,30607.0,33.9772254,-83.414198
"743,668,824",2000 Feb 15 07:08:00 PM,ALL OTHER OFFENSES,2900 Block OLD JEFFERSON RD,ATHENS,GA,30607.0,33.9772254,-83.414198
"743,711,626",2000 Feb 15 07:08:00 PM,OTHER ASSAULTS,2900 Block OLD JEFFERSON RD,ATHENS,GA,30607.0,33.9772254,-83.414198
"743,667,583",2000 Feb 15 08:00:00 PM,LARCENY-THEFT,100 Block INDIANA AV,ATHENS,GA,30605.0,33.9455529,-83.3465989
"743,627,766",2000 Feb 15 08:45:00 PM,LARCENY-THEFT,100 Block CARRIAGE CT,ATHENS,GA,30605.0,33.9362828,-83.352677
"743,473,655",2000 Feb 15 09:00:00 PM,ALL OTHER OFFENSES,2400 Block DANIELSVILLE RD,ATHENS,GA,30601.0,34.0144469,-83.3445772
"743,494,098",2000 Feb 15 09:29:00 PM,ALL OTHER OFFENSES,BROADACRES,ATHENS,GA,30606.0,33.9539099,-83.3955838
"743,593,835",2000 Feb 15 11:00:00 PM,LARCENY-THEFT,3900 Block ATLANTA HWY,ATHENS,GA,30622.0,33.9419314,-83.4729604
"743,646,709",2000 Feb 15 11:50:00 PM,ROBBERY,400 Block N CHURCH ST,ATHENS,GA,30601.0,33.958919,-83.3867754
"743,653,175",2000 Feb 15 11:50:00 PM,FRAUD,400 Block N CHURCH ST,ATHENS,GA,30601.0,33.958919,-83.3867754
"743,671,012",2000 Feb 15 11:50:00 PM,BURGLARY,400 Block N CHURCH ST,ATHENS,GA,30601.0,33.958919,-83.3867754
"743,900,562",2000 Feb 15 11:53:00 PM,OTHER ASSAULTS,1600 Block E BROAD ST,ATHENS,GA,30601.0,33.9536199,-83.3574754
"743,874,468",2000 Feb 16 12:27:00 AM,DRIVING UNDER THE INFLUENCE,200 Block SPRINGDALE ST,ATHENS,GA,30606.0,33.9460233,-83.3876787
