ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"732,495,751",2015 Sep 29 06:05:51 PM,BURGLARY,1 Block GOLD ST,BUFFALO,NY,14206,42.88598729,-78.80467786
"739,906,542",2015 Dec 11 05:45:00 PM,LARCENY/THEFT,ROETZER ST & GENESEE ST,BUFFALO,NY,14206,42.90621335,-78.82975843
"855,607,386",2018 May 26 05:43:21 AM,LARCENY/THEFT,500 Block LISBON AV,BUFFALO,NY,14206,42.94686729,-78.80803328
"913,695,881",2019 Apr 12 09:00:00 AM,BURGLARY,2200 Block MAIN ST,BUFFALO,NY,14206,42.93193842,-78.84763538
"925,800,358",2019 Mar 22 02:00:00 AM,SEXUAL ABUSE,400 Block CRESCENT AV,BUFFALO,NY,14206,42.93852938,-78.84516144
"936,282,547",2019 Aug 16 12:30:00 AM,LARCENY/THEFT,300 Block GREENE ST,BUFFALO,NY,14206,42.89338698,-78.80918247
"924,849,552",2019 Jul 04 10:00:00 PM,ASSAULT,100 Block HUMASON AV,BUFFALO,NY,14206,42.93682409,-78.82192614
"924,873,307",2019 Jul 05 03:00:00 AM,LARCENY/THEFT,1 Block LEWIS ST,BUFFALO,NY,14206,42.87163683,-78.84375936
"894,725,305",2018 Nov 01 08:00:00 AM,UUV,1 Block ROGERS AV,BUFFALO,NY,14206,42.91724081,-78.80430437
"892,841,066",2018 Dec 01 12:00:00 AM,LARCENY/THEFT,1 Block WRIGHT AV,BUFFALO,NY,14206,42.92512359,-78.80018812
"892,867,819",2018 Dec 02 08:30:00 AM,LARCENY/THEFT,100 Block FREDRO ST,BUFFALO,NY,14206,42.87135032,-78.81081813
"892,841,065",2018 Dec 05 05:25:00 PM,LARCENY/THEFT,300 Block WINSLOW AV,BUFFALO,NY,14206,42.91266544,-78.84042306
"864,460,695",2018 Jul 16 12:00:00 AM,LARCENY/THEFT,1 Block DESHLER ST,BUFFALO,NY,14206,42.89567281,-78.81863261
"864,474,271",2018 Jul 19 04:00:00 PM,LARCENY/THEFT,1 Block BRINKMAN AV,BUFFALO,NY,14206,42.90161092,-78.81305675
"893,218,523",2018 Dec 06 12:00:00 AM,UUV,1 Block LANGFIELD DR,BUFFALO,NY,14206,42.92962701,-78.81248872
"924,853,600",2019 Jul 06 11:34:00 AM,ASSAULT,1 Block CUMBERLAND AV,BUFFALO,NY,14206,42.85815576,-78.82251816
"892,952,059",2018 Dec 07 08:29:00 AM,UUV,1300 Block E LOVEJOY ST,BUFFALO,NY,14206,42.8899756,-78.79961716
"892,990,044",2018 Dec 07 05:20:00 PM,UUV,1 Block THEODORE ST,BUFFALO,NY,14206,42.91155266,-78.80857687
"855,796,569",2018 May 29 12:35:18 AM,BURGLARY,1 Block KRUPP AV,BUFFALO,NY,14206,42.89267099,-78.82392029
"860,708,464",2018 Jun 21 10:05:00 AM,LARCENY/THEFT,1600 Block BROADWAY,BUFFALO,NY,14206,42.89625679,-78.81482822
"860,863,677",2018 Jun 21 10:45:00 PM,ASSAULT,1 Block GLENN ST,BUFFALO,NY,14206,42.8725521,-78.81358314
"889,216,744",2018 Nov 09 02:30:00 PM,LARCENY/THEFT,1800 Block GENESEE ST,BUFFALO,NY,14206,42.90176249,-78.83242796
"921,098,039",2019 May 31 12:00:00 PM,BURGLARY,200 Block BABCOCK ST,BUFFALO,NY,14206,42.87097333,-78.83368437
